entry_date,symbol,entry_price,shares,investment_amount,probability,darvas_breakout_up,feature_RSI_14,feature_VOL_20,feature_NORM_ATR,feature_volume_ratio,feature_darvas_high,feature_darvas_low,feature_ema_9_21_diff,feature_ema_50_200_diff,feature_NORM_BB
18-11-2024,NSE:HONASA-EQ,297.25,5249,1560265.25,,0,10.52819415,0.046662607,0.065901718,1.429320677,547,423.65,-0.077992353,-0.041706193,-0.382804987
19-11-2024,NSE:ICIL-EQ,317.5,5023,1594802.5,,0,35.22588523,0.033100484,0.054420697,1.340638798,438.9,368.05,-0.049918539,0.043199644,0.01365433
26-11-2024,NSE:ICIL-EQ,325.1,4969,1615421.9,,0,32.87068382,0.034162348,0.054038318,1.541644776,438.9,368.05,-0.046513694,0.024934546,0.241300766
12-12-2024,NSE:EMAMILTD-EQ,604.95,2949,1783997.55,,0,42.95511222,0.03451161,0.05024028,1.500596405,860,725.4,-0.024117509,0.02847687,0.039971094
20-12-2024,NSE:ELECTCAST-EQ,141.71,4326,613037.46,,0,39.47935017,0.028961879,0.047138522,1.16871832,236.6,186.41,-0.024495595,-0.035337942,0.058043085
02-01-2025,NSE:PAISALO-EQ,49.06,37658,1847501.48,,0,22.71039604,0.024027226,0.058485237,0.956844756,63.74,48.85,-0.031974898,-0.075301857,0.114520238
06-01-2025,NSE:SURYAROSNI-EQ,259.35,2193,568754.55,,0,33.25793987,0.029350705,0.052502134,1.540642771,371.98,298.5,-0.020590495,-0.029536666,-0.191302881
07-01-2025,NSE:PAISALO-EQ,45.5,34547,1571888.5,,0,19.78193146,0.024092309,0.063045526,1.039092125,63.74,48.85,-0.055540583,-0.092045032,0.080482837
13-01-2025,NSE:ELECTCAST-EQ,119.99,5224,626827.76,,0,32.61601796,0.028394564,0.048754063,1.230891007,236.6,186.41,-0.061140946,-0.114641359,-0.06674054
17-01-2025,NSE:IRCON-EQ,220.15,2993,658908.95,,0,56.1232321,0.045481096,0.050066513,3.288454833,237.7,203.1,-0.01012909,-0.044166983,0.780597571
27-01-2025,NSE:ZEEL-EQ,108.54,17440,1892937.6,,0,27.34543882,0.032124913,0.051389876,1.448269714,144.28,120.02,-0.034206694,-0.160675813,-0.138630381
27-01-2025,NSE:DBL-EQ,377.55,496,187264.8,,0,22.29213483,0.024520313,0.04132849,2.062300735,516,434,-0.043971527,-0.039617804,-0.111442341
03-02-2025,NSE:MOTHERSON-EQ,87.07,2286,199042.02,,0,28.19888734,0.028633611,0.038327126,3.978674632,144.66,127.33,-0.035660601,-0.053405226,-0.116855978
05-02-2025,NSE:KPIGREEN-EQ,430.75,480,206760,,0,52.81933257,0.043080479,0.045817096,0.568894421,588.8,313.4,-0.035750483,-0.11292383,0.735438019
11-02-2025,NSE:ELECTCAST-EQ,109.06,16392,1787711.52,,0,35.31413019,0.026233458,0.054340992,1.659185163,236.6,186.41,-0.038874646,-0.208955584,-0.181227035
11-02-2025,NSE:NFL-EQ,91.92,1927,177129.84,,0,27.30923695,0.027462163,0.05050976,1.501735211,129.7,101,-0.039802154,-0.045541314,-0.177080846
14-02-2025,NSE:MMTC-EQ,57.64,2859,164792.76,,0,32.57170637,0.024141432,0.043471795,1.884789891,85.88,71.06,-0.048315408,-0.106180781,-0.175300423
17-02-2025,NSE:PCJEWELLER-EQ,12.04,123974,1492646.96,,0,36.8174727,0.037698827,0.079793545,1.760409758,19.3,13.81,-0.049253665,0.188158385,-0.068865006
27-02-2025,NSE:GATEWAY-EQ,62.22,4603,286398.66,,0,7.278287462,0.017182193,0.046344767,2.71127316,92.3,78.75,-0.052867883,-0.182650129,-0.093814624
06-03-2025,NSE:AAVAS-EQ,1706,849,1448394,,0,54.02469136,0.007007201,0.014809077,1.383639277,1738,1644,0.00036072,0.004314812,0.740029956
26-03-2025,NSE:HDFCBANK-EQ,903.28,1648,1488605.44,,0,84.92329818,0.009781813,0.014320824,1.015891378,883.5,830.55,0.016879329,0.0196816,0.953365555
16-04-2025,NSE:APARINDS-EQ,4995.5,298,1488659,,0,14.6675679,0.031789856,0.052304932,0.401850998,11779.9,6690,-0.057882087,-0.297716304,0.216203382
25-04-2025,NSE:NETWEB-EQ,1459.5,605,882997.5,,0,39.00440313,0.022170457,0.054627319,1.561455074,1681.95,1251.55,-0.006622806,-0.264958275,0.225830366
07-05-2025,NSE:MANYAVAR-EQ,741.2,2238,1658805.6,,0,34.55545371,0.021397066,0.036856256,1.878156097,1512,1234,-0.015786528,-0.27114867,-0.068654571
07-05-2025,NSE:TITAGARH-EQ,698.35,236,164810.6,,0,17.02586207,0.026216838,0.039460361,1.252856479,836.95,711.4,-0.028092054,-0.276644923,-0.01207427
26-05-2025,NSE:ORCHPHARMA-EQ,741.25,254,188277.5,,0,37.36457546,0.025627833,0.049857866,1.48904192,875,720,-0.024540959,-0.357471749,0.202435812
27-05-2025,NSE:SIEMENS-EQ,3299.1,472,1557175.2,,0,73.67670138,0.018323757,0.031930786,0.901502193,5520,2450,0.006033886,-0.461333839,0.897597862
28-05-2025,NSE:ORISSAMINE-EQ,4970,62,308140,,0,50.14807502,0.023476723,0.03947255,2.144911105,5940,4800.5,-0.006116395,-0.177777969,0.228491321
03-06-2025,NSE:SPANDANA-EQ,251.96,1251,315201.96,,0,22.64117543,0.027851322,0.037505953,1.353152106,331.23,232.09,-0.00578246,-0.423333398,0.078315979
12-06-2025,NSE:SIEMENS-EQ,3267.5,488,1594540,,0,49.04520655,0.017265,0.021285386,0.570555932,5520,2450,0.011554121,-0.439645335,0.471808965
13-06-2025,NSE:SHAREINDIA-EQ,182.55,1668,304493.4,,0,46.16635688,0.02357247,0.03644794,0.575191725,333.2,263.7,0.028106078,-0.272820213,0.644401887
19-06-2025,NSE:SHAREINDIA-EQ,175.07,9891,1731617.37,,0,50.5764304,0.026439542,0.041052967,0.601080433,333.2,263.7,0.010417468,-0.272287617,0.25967582
19-06-2025,NSE:PAISALO-EQ,29.87,5750,171752.5,,0,45.26034713,0.020825087,0.043043665,0.78122135,35.85,30.3,-0.016793241,-0.312628097,-0.018017886
02-07-2025,NSE:JAICORPLTD-EQ,112.42,5921,665638.82,,0,38.34304746,0.025273372,0.03773477,0.432296564,127.47,105.8,0.005550036,-0.586567204,0.410978039
08-07-2025,NSE:SWSOLAR-EQ,305.35,3785,1155749.75,,0,35.45064378,0.020245771,0.030971485,0.438699597,348.9,302.5,0.003075932,-0.229446103,0.113077732
18-07-2025,NSE:BAJAJHFL-EQ,121.89,9914,1208417.46,,0,50.17825312,0.007882129,0.013988022,0.86721847,136.96,114.91,0.000755877,-0.052510405,0.627997694
22-07-2025,NSE:SULA-EQ,294.85,2321,684346.85,,0,26.03550296,0.006071946,0.015298336,0.753548307,335.9,293.1,-0.005673438,-0.145999107,-0.000421966
24-07-2025,NSE:HEMIPROP-EQ,133.8,5191,694555.8,,0,37.48819641,0.006600728,0.018839419,1.338525664,148.8,132.31,-0.006339382,-0.085791492,0.14671196
25-07-2025,NSE:DEEPAKNTR-EQ,1902.6,595,1132047,,0,17.53355705,0.007717142,0.013181211,0.669669749,2174,1926,-0.007243946,-0.102363812,-0.068703147
28-07-2025,NSE:KTKBANK-EQ,184.8,9292,1717161.6,,0,21.94630872,0.006226569,0.014877087,1.184014768,212.79,190,-0.016426283,-0.021358653,-0.149612499
28-07-2025,NSE:EASEMYTRIP-EQ,10.23,16643,170257.89,,0,41.96428571,0.008432052,0.018921938,0.766257373,14.02,11.01,-0.007838638,-0.24899,0.025534909
30-07-2025,NSE:CENTRALBK-EQ,36.69,4513,165581.97,,0,14.45783133,0.006809231,0.019799089,0.5718246,41.2,36.37,-0.016246456,-0.160148066,0.087544294
31-07-2025,NSE:KTKBANK-EQ,180.66,8446,1525854.36,,0,20.0983405,0.005988986,0.015609432,0.947313877,212.79,190,-0.022606813,-0.026993098,-0.07258643
05-08-2025,NSE:CENTRALBK-EQ,35.73,8275,295665.75,,0,9.064327485,0.007222478,0.018751749,0.524637365,41.2,36.37,-0.022155867,-0.165438945,0.077554743
06-08-2025,NSE:EASEMYTRIP-EQ,9.34,146584,1369094.56,,0,0,0.010633673,0.021872132,1.192908481,14.02,11.01,-0.0320578,-0.275169679,-0.054690917
11-08-2025,NSE:BATAINDIA-EQ,1183.4,1120,1325408,,0,29.07348243,0.007200706,0.012017432,0.587202024,1284.9,1175.2,-0.009916805,-0.054512719,0.255099687
12-08-2025,NSE:TCS-EQ,3035.4,429,1302186.6,,0,27.87188174,0.008589181,0.014483852,1.200781935,3630.5,3363.7,-0.020862774,-0.114798186,0.274754878
28-08-2025,NSE:UBL-EQ,1855.6,858,1592104.8,,0,24.51790634,0.007327854,0.017768608,1.031242958,2110,1871.5,-0.016000943,-0.019080144,0.027803928
28-08-2025,NSE:ICICIBANK-EQ,1399.1,112,156699.2,,0,29.34076137,0.006085996,0.012135352,1.65036373,1500,1412,-0.006961337,0.054866093,0.012619557
01-09-2025,NSE:ORCHPHARMA-EQ,728.8,1935,1410228,,0,44.00551217,0.025299846,0.042427866,0.757809478,816.25,720,-0.001009195,-0.235698918,0.016406828
17-09-2025,NSE:SANOFI-EQ,5051.5,55,277832.5,,0,39.26605505,0.008214981,0.013178547,1.427272727,6410,5858,-0.014064071,-0.101972119,0.266510179
19-09-2025,NSE:ORIENTCEM-EQ,219.56,5995,1316262.2,,0,46.46621203,0.016898017,0.023895193,3.604452457,267.8,232.16,-0.012563994,-0.197281404,0.217797007
